,svc_name,my_span_id,parent_span_id,trace_id,cluster_id,load,last_load,avg_load,rps,st,et,rt,xt,ct,child_spans,critical_child_spans,call_size,depth
1249,reviews-v3,00f4bf6f,907efca7,a5179dd9286d7116907efca79cc2b951,1,5,4,4,0,17,22,5,4,4,[<span.Span object at 0x7f2fa618dca0>],[<span.Span object at 0x7f2fa618dca0>],20,2
1250,ratings-v1,45b4782f,00f4bf6f,a5179dd9286d7116907efca79cc2b951,1,1,1,1,0,19,20,1,1,1,[],[],30,3
1251,details-v1,ed89ee2a,907efca7,a5179dd9286d7116907efca79cc2b951,1,1,1,1,0,8,9,1,1,1,[],[],20,2
1252,productpage-v1,3d0a1728,,60cd1b8cd56759483d0a1728069c645c,1,12,13,12,0,0,37,37,28,28,"[<span.Span object at 0x7f2fa61db9a0>, <span.Span object at 0x7f2fa61db700>]","[<span.Span object at 0x7f2fa61db9a0>, <span.Span object at 0x7f2fa61db700>]",10,1
1253,reviews-v3,73bb8610,3d0a1728,60cd1b8cd56759483d0a1728069c645c,1,5,4,4,0,21,28,7,5,5,[<span.Span object at 0x7f2fa61db8e0>],[<span.Span object at 0x7f2fa61db8e0>],20,2
1254,ratings-v1,c44c4dba,73bb8610,60cd1b8cd56759483d0a1728069c645c,1,1,1,1,0,24,26,2,2,2,[],[],30,3
1255,details-v1,dd06a866,3d0a1728,60cd1b8cd56759483d0a1728069c645c,1,1,1,1,0,8,10,2,2,2,[],[],20,2
1256,productpage-v1,a0216a48,,614f6fbd966b1f87a0216a480b8c1a40,1,13,12,12,0,0,33,33,24,24,"[<span.Span object at 0x7f2fa6206df0>, <span.Span object at 0x7f2fa6206430>]","[<span.Span object at 0x7f2fa6206df0>, <span.Span object at 0x7f2fa6206430>]",10,1
1257,reviews-v3,81df99b9,a0216a48,614f6fbd966b1f87a0216a480b8c1a40,1,6,4,5,0,19,26,7,6,6,[<span.Span object at 0x7f2fa6206f40>],[<span.Span object at 0x7f2fa6206f40>],20,2
1258,ratings-v1,adaef0b0,81df99b9,614f6fbd966b1f87a0216a480b8c1a40,1,1,1,1,0,23,24,1,1,1,[],[],30,3
1259,details-v1,68581a64,a0216a48,614f6fbd966b1f87a0216a480b8c1a40,1,1,1,1,0,11,13,2,2,2,[],[],20,2
1260,ratings-v1,3e26444d,245eb141,601b84b0b4318f837ca1df47c039167c,1,1,1,1,0,24,26,2,2,2,[],[],30,3
1261,details-v1,41d94957,7ca1df47,601b84b0b4318f837ca1df47c039167c,1,1,1,1,0,12,15,3,3,3,[],[],20,2
1262,productpage-v1,7ca1df47,,601b84b0b4318f837ca1df47c039167c,1,12,11,11,0,0,31,31,21,21,"[<span.Span object at 0x7f2fa626d430>, <span.Span object at 0x7f2fa626d370>]","[<span.Span object at 0x7f2fa626d370>, <span.Span object at 0x7f2fa626d430>]",10,1
1263,reviews-v3,245eb141,7ca1df47,601b84b0b4318f837ca1df47c039167c,1,5,4,4,0,21,28,7,5,5,[<span.Span object at 0x7f2fa626d6d0>],[<span.Span object at 0x7f2fa626d6d0>],20,2
1264,productpage-v1,ec3990cc,,1742e6b24561043eec3990cc0e071402,1,12,11,11,0,0,27,27,17,17,"[<span.Span object at 0x7f2fa6261bb0>, <span.Span object at 0x7f2fa6261c40>]","[<span.Span object at 0x7f2fa6261bb0>, <span.Span object at 0x7f2fa6261c40>]",10,1
1265,reviews-v3,8b58e9d0,ec3990cc,1742e6b24561043eec3990cc0e071402,1,5,4,4,0,17,24,7,6,6,[<span.Span object at 0x7f2fa6261cd0>],[<span.Span object at 0x7f2fa6261cd0>],20,2
1266,ratings-v1,69f463c9,8b58e9d0,1742e6b24561043eec3990cc0e071402,1,1,1,1,0,20,21,1,1,1,[],[],30,3
1267,details-v1,972f5f0e,ec3990cc,1742e6b24561043eec3990cc0e071402,1,1,1,1,0,8,11,3,3,3,[],[],20,2
1268,ratings-v1,4ea6a186,5e17572e,db5ccc2623d5694ac3aa84df3db3a8fc,1,1,1,1,0,46,47,1,1,1,[],[],30,3
1269,details-v1,3e67a14b,c3aa84df,db5ccc2623d5694ac3aa84df3db3a8fc,1,1,1,1,0,13,15,2,2,2,[],[],20,2
1270,productpage-v1,c3aa84df,,db5ccc2623d5694ac3aa84df3db3a8fc,1,12,15,13,0,0,63,63,54,54,"[<span.Span object at 0x7f2fa62e7820>, <span.Span object at 0x7f2fa62e78e0>]","[<span.Span object at 0x7f2fa62e78e0>, <span.Span object at 0x7f2fa62e7820>]",10,1
1271,reviews-v3,5e17572e,c3aa84df,db5ccc2623d5694ac3aa84df3db3a8fc,1,6,5,5,0,42,49,7,6,6,[<span.Span object at 0x7f2fa62e7a60>],[<span.Span object at 0x7f2fa62e7a60>],20,2
1272,ratings-v1,2fc5ec68,4a6fb811,de8b24a8d1235f498048e58b908522d8,1,1,1,1,0,54,56,2,2,2,[],[],30,3
1273,details-v1,0d1bd2ad,8048e58b,de8b24a8d1235f498048e58b908522d8,1,1,1,1,0,25,27,2,2,2,[],[],20,2
1274,productpage-v1,8048e58b,,de8b24a8d1235f498048e58b908522d8,1,15,14,14,0,0,76,76,68,68,"[<span.Span object at 0x7f2fa638b460>, <span.Span object at 0x7f2fa638b490>]","[<span.Span object at 0x7f2fa638b490>, <span.Span object at 0x7f2fa638b460>]",10,1
1275,reviews-v3,4a6fb811,8048e58b,de8b24a8d1235f498048e58b908522d8,1,6,4,5,0,52,58,6,4,4,[<span.Span object at 0x7f2fa638b550>],[<span.Span object at 0x7f2fa638b550>],20,2
1276,productpage-v1,1afac657,,161dd4429dcbcfc71afac65716a2c124,1,14,13,13,0,0,30,30,20,20,"[<span.Span object at 0x7f2fa63f2a90>, <span.Span object at 0x7f2fa63f29a0>]","[<span.Span object at 0x7f2fa63f2a90>, <span.Span object at 0x7f2fa63f29a0>]",10,1
1277,reviews-v3,30c8cf1c,1afac657,161dd4429dcbcfc71afac65716a2c124,1,5,4,4,0,18,24,6,5,5,[<span.Span object at 0x7f2fa63f2a00>],[<span.Span object at 0x7f2fa63f2a00>],20,2
1278,ratings-v1,89a2a5a8,30c8cf1c,161dd4429dcbcfc71afac65716a2c124,1,1,1,1,0,20,21,1,1,1,[],[],30,3
1279,details-v1,90562eaa,1afac657,161dd4429dcbcfc71afac65716a2c124,1,1,1,1,0,7,11,4,4,4,[],[],20,2
1280,productpage-v1,cd8937c2,,e147a344b934d908cd8937c2ad114a6c,1,15,14,14,0,0,36,36,26,26,"[<span.Span object at 0x7f2fa63e66d0>, <span.Span object at 0x7f2fa63e6160>]","[<span.Span object at 0x7f2fa63e66d0>, <span.Span object at 0x7f2fa63e6160>]",10,1
1281,reviews-v3,cd11376a,cd8937c2,e147a344b934d908cd8937c2ad114a6c,1,5,4,4,0,22,29,7,6,6,[<span.Span object at 0x7f2fa63e6730>],[<span.Span object at 0x7f2fa63e6730>],20,2
1282,ratings-v1,592562f3,cd11376a,e147a344b934d908cd8937c2ad114a6c,1,1,1,1,0,25,26,1,1,1,[],[],30,3
1283,details-v1,dc00ce31,cd8937c2,e147a344b934d908cd8937c2ad114a6c,1,1,1,1,0,10,13,3,3,3,[],[],20,2
1284,ratings-v1,5baa1197,5041d806,91c209ef2afa45651114ff73083f9ff8,1,1,1,1,0,39,40,1,1,1,[],[],30,3
1285,details-v1,2575b92c,1114ff73,91c209ef2afa45651114ff73083f9ff8,1,1,1,1,0,9,10,1,1,1,[],[],20,2
1286,productpage-v1,1114ff73,,91c209ef2afa45651114ff73083f9ff8,1,16,16,16,0,0,52,52,43,43,"[<span.Span object at 0x7f2fa63b5730>, <span.Span object at 0x7f2fa63b5190>]","[<span.Span object at 0x7f2fa63b5190>, <span.Span object at 0x7f2fa63b5730>]",10,1
1287,reviews-v3,5041d806,1114ff73,91c209ef2afa45651114ff73083f9ff8,1,5,4,4,0,35,43,8,7,7,[<span.Span object at 0x7f2fa63b57f0>],[<span.Span object at 0x7f2fa63b57f0>],20,2
1288,productpage-v1,1454b5e3,,ec6bd41b137b8bf21454b5e3d675ec87,1,19,14,16,0,0,89,89,36,36,"[<span.Span object at 0x7f2fa646aa60>, <span.Span object at 0x7f2fa645f1f0>]","[<span.Span object at 0x7f2fa646aa60>, <span.Span object at 0x7f2fa645f1f0>]",10,1
1289,reviews-v3,5cbaf853,1454b5e3,ec6bd41b137b8bf21454b5e3d675ec87,1,5,4,4,0,82,86,4,3,3,[<span.Span object at 0x7f2fa646a670>],[<span.Span object at 0x7f2fa646a670>],20,2
1290,ratings-v1,49ff7925,5cbaf853,ec6bd41b137b8bf21454b5e3d675ec87,1,1,1,1,0,84,85,1,1,1,[],[],30,3
1291,details-v1,70273623,1454b5e3,ec6bd41b137b8bf21454b5e3d675ec87,1,1,1,1,0,28,77,49,49,49,[],[],20,2
1292,productpage-v1,eef4f469,,3caf4e682c83ea69eef4f4698266d75f,1,21,17,19,0,0,75,75,61,61,"[<span.Span object at 0x7f2fa64f1c10>, <span.Span object at 0x7f2fa64f1bb0>]","[<span.Span object at 0x7f2fa64f1c10>, <span.Span object at 0x7f2fa64f1bb0>]",10,1
1293,reviews-v3,83e1069a,eef4f469,3caf4e682c83ea69eef4f4698266d75f,1,6,4,5,0,39,45,6,6,6,[<span.Span object at 0x7f2fa64f1dc0>],[<span.Span object at 0x7f2fa64f1dc0>],20,2
1294,ratings-v1,06dc7de9,83e1069a,3caf4e682c83ea69eef4f4698266d75f,1,1,1,1,0,44,44,0,0,0,[],[],30,3
1295,details-v1,1d037bb7,eef4f469,3caf4e682c83ea69eef4f4698266d75f,1,1,1,1,0,16,24,8,8,8,[],[],20,2
1296,productpage-v1,38b59b92,,ab71ab4d82e2ec7d38b59b92a0af3fe2,1,16,15,15,0,0,31,31,23,23,"[<span.Span object at 0x7f2fa64bf0a0>, <span.Span object at 0x7f2fa64bf310>]","[<span.Span object at 0x7f2fa64bf0a0>, <span.Span object at 0x7f2fa64bf310>]",10,1
1297,reviews-v3,0a2478ef,38b59b92,ab71ab4d82e2ec7d38b59b92a0af3fe2,1,5,4,4,0,20,27,7,6,6,[<span.Span object at 0x7f2fa64bf130>],[<span.Span object at 0x7f2fa64bf130>],20,2
1298,ratings-v1,cd6c9a10,0a2478ef,ab71ab4d82e2ec7d38b59b92a0af3fe2,1,1,1,1,0,24,25,1,1,1,[],[],30,3
1299,details-v1,bb8838dc,38b59b92,ab71ab4d82e2ec7d38b59b92a0af3fe2,1,1,1,1,0,10,11,1,1,1,[],[],20,2
1300,productpage-v1,4cb1dd7e,,3f56eb4df20acb814cb1dd7ee3c1819b,1,16,15,15,0,0,71,71,22,22,"[<span.Span object at 0x7f2fa6527640>, <span.Span object at 0x7f2fa65274f0>]","[<span.Span object at 0x7f2fa6527640>, <span.Span object at 0x7f2fa65274f0>]",10,1
1301,reviews-v3,369147b5,4cb1dd7e,3f56eb4df20acb814cb1dd7ee3c1819b,1,5,4,4,0,62,68,6,4,4,[<span.Span object at 0x7f2fa6527550>],[<span.Span object at 0x7f2fa6527550>],20,2
1302,ratings-v1,cbba9b61,369147b5,3f56eb4df20acb814cb1dd7ee3c1819b,1,1,1,1,0,64,66,2,2,2,[],[],30,3
1303,details-v1,be1926fa,4cb1dd7e,3f56eb4df20acb814cb1dd7ee3c1819b,1,1,1,1,0,12,55,43,43,43,[],[],20,2
1304,productpage-v1,c4cbcb56,,b45406074eb18f03c4cbcb568f4373d1,1,15,14,14,0,0,26,26,18,18,"[<span.Span object at 0x7f2fa64f62b0>, <span.Span object at 0x7f2fa64f6c10>]","[<span.Span object at 0x7f2fa64f62b0>, <span.Span object at 0x7f2fa64f6c10>]",10,1
1305,reviews-v3,cf2a32b3,c4cbcb56,b45406074eb18f03c4cbcb568f4373d1,1,5,4,4,0,16,22,6,5,5,[<span.Span object at 0x7f2fa64f6850>],[<span.Span object at 0x7f2fa64f6850>],20,2
1306,ratings-v1,7bac2615,cf2a32b3,b45406074eb18f03c4cbcb568f4373d1,1,1,1,1,0,19,20,1,1,1,[],[],30,3
1307,details-v1,bdc64b5c,c4cbcb56,b45406074eb18f03c4cbcb568f4373d1,1,1,1,1,0,8,10,2,2,2,[],[],20,2
1308,reviews-v3,35b680ea,bb82a0a4,43d4fdcb4502608dbb82a0a44a5543b9,1,5,4,4,0,16,22,6,5,5,[<span.Span object at 0x7f2fa6618f10>],[<span.Span object at 0x7f2fa6618f10>],20,2
1309,ratings-v1,ab4ae2b0,35b680ea,43d4fdcb4502608dbb82a0a44a5543b9,1,1,1,1,0,19,20,1,1,1,[],[],30,3
1310,details-v1,996579cb,bb82a0a4,43d4fdcb4502608dbb82a0a44a5543b9,1,1,1,1,0,8,11,3,3,3,[],[],20,2
1311,productpage-v1,bb82a0a4,,43d4fdcb4502608dbb82a0a44a5543b9,1,15,14,14,0,0,25,25,16,16,"[<span.Span object at 0x7f2fa6618ee0>, <span.Span object at 0x7f2fa66181c0>]","[<span.Span object at 0x7f2fa6618ee0>, <span.Span object at 0x7f2fa66181c0>]",10,1
1312,reviews-v3,5205a5f3,f3bb845a,ea271d875e1a6575f3bb845aaa0fdef4,1,6,4,5,0,447,455,8,7,7,[<span.Span object at 0x7f2fa66427c0>],[<span.Span object at 0x7f2fa66427c0>],20,2
1313,productpage-v1,f3bb845a,,ea271d875e1a6575f3bb845aaa0fdef4,1,56,57,56,0,0,841,841,831,831,"[<span.Span object at 0x7f2fa6642a00>, <span.Span object at 0x7f2fa6642940>]","[<span.Span object at 0x7f2fa6642a00>, <span.Span object at 0x7f2fa6642940>]",10,1
1314,ratings-v1,631703a5,5205a5f3,ea271d875e1a6575f3bb845aaa0fdef4,1,1,1,1,0,452,453,1,1,1,[],[],30,3
1315,details-v1,b813fc0c,f3bb845a,ea271d875e1a6575f3bb845aaa0fdef4,1,1,1,1,0,171,173,2,2,2,[],[],20,2
1316,reviews-v3,095cc23d,5b892870,35ea71c8da0863c25b892870b0d32f52,1,7,5,6,0,451,459,8,7,7,[<span.Span object at 0x7f2fa6642640>],[<span.Span object at 0x7f2fa6642640>],20,2
1317,productpage-v1,5b892870,,35ea71c8da0863c25b892870b0d32f52,1,54,54,54,0,0,690,690,678,678,"[<span.Span object at 0x7f2fa6642580>, <span.Span object at 0x7f2fa6642400>]","[<span.Span object at 0x7f2fa6642580>, <span.Span object at 0x7f2fa6642400>]",10,1
1318,ratings-v1,4ff3a8ce,095cc23d,35ea71c8da0863c25b892870b0d32f52,1,1,1,1,0,456,457,1,1,1,[],[],30,3
1319,details-v1,45448016,5b892870,35ea71c8da0863c25b892870b0d32f52,1,1,1,1,0,177,181,4,4,4,[],[],20,2
1320,reviews-v3,6f6a8569,173b5120,bec5486ea0290652173b5120914c3a80,1,5,4,4,0,391,396,5,4,4,[<span.Span object at 0x7f2fa6678c70>],[<span.Span object at 0x7f2fa6678c70>],20,2
1321,productpage-v1,173b5120,,bec5486ea0290652173b5120914c3a80,1,52,45,48,0,0,570,570,518,518,"[<span.Span object at 0x7f2fa6678b50>, <span.Span object at 0x7f2fa6678ac0>]","[<span.Span object at 0x7f2fa6678b50>, <span.Span object at 0x7f2fa6678ac0>]",10,1
1322,ratings-v1,cf37d027,6f6a8569,bec5486ea0290652173b5120914c3a80,1,1,1,1,0,393,394,1,1,1,[],[],30,3
1323,details-v1,13ad39bd,173b5120,bec5486ea0290652173b5120914c3a80,1,1,1,1,0,149,196,47,47,47,[],[],20,2
1324,reviews-v3,c7ba8322,92e503d3,d3bc8307a6233d9a92e503d3941b814f,1,5,5,5,0,322,332,10,9,9,[<span.Span object at 0x7f2fa66ed9a0>],[<span.Span object at 0x7f2fa66ed9a0>],20,2
1325,productpage-v1,92e503d3,,d3bc8307a6233d9a92e503d3941b814f,1,51,46,48,0,0,516,516,504,504,"[<span.Span object at 0x7f2fa66edbb0>, <span.Span object at 0x7f2fa66eda30>]","[<span.Span object at 0x7f2fa66edbb0>, <span.Span object at 0x7f2fa66eda30>]",10,1
1326,ratings-v1,78d1f9f2,c7ba8322,d3bc8307a6233d9a92e503d3941b814f,1,1,1,1,0,326,327,1,1,1,[],[],30,3
1327,details-v1,33ef69ec,92e503d3,d3bc8307a6233d9a92e503d3941b814f,1,1,1,1,0,132,134,2,2,2,[],[],20,2
1328,reviews-v3,a0ce033c,4ac6e49a,d3644bfa730c2f8c4ac6e49a900a49c3,1,5,4,4,0,236,240,4,4,4,[<span.Span object at 0x7f2fab8b2b20>],[<span.Span object at 0x7f2fab8b2b20>],20,2
1329,productpage-v1,4ac6e49a,,d3644bfa730c2f8c4ac6e49a900a49c3,1,48,34,41,0,0,360,360,352,352,"[<span.Span object at 0x7f2fab9a7f10>, <span.Span object at 0x7f2fab9a78b0>]","[<span.Span object at 0x7f2fab9a7f10>, <span.Span object at 0x7f2fab9a78b0>]",10,1
1330,ratings-v1,62f3a467,a0ce033c,d3644bfa730c2f8c4ac6e49a900a49c3,1,1,1,1,0,239,239,0,0,0,[],[],30,3
1331,details-v1,75eec187,4ac6e49a,d3644bfa730c2f8c4ac6e49a900a49c3,1,1,1,1,0,98,102,4,4,4,[],[],20,2
1332,productpage-v1,28d8b9fe,,f0eca3d7651fc29228d8b9fe2dd8ffee,1,21,19,20,0,0,80,80,72,72,"[<span.Span object at 0x7f2fa6742460>, <span.Span object at 0x7f2fa6742370>]","[<span.Span object at 0x7f2fa6742370>, <span.Span object at 0x7f2fa6742460>]",10,1
1333,ratings-v1,6a7fbc20,5d3d47b8,f0eca3d7651fc29228d8b9fe2dd8ffee,1,1,1,1,0,51,52,1,1,1,[],[],30,3
1334,details-v1,e43dea43,28d8b9fe,f0eca3d7651fc29228d8b9fe2dd8ffee,1,1,1,1,0,30,32,2,2,2,[],[],20,2
1335,reviews-v3,5d3d47b8,28d8b9fe,f0eca3d7651fc29228d8b9fe2dd8ffee,1,6,4,5,0,47,53,6,5,5,[<span.Span object at 0x7f2fa67422b0>],[<span.Span object at 0x7f2fa67422b0>],20,2
1336,reviews-v3,82bee269,e4037195,e98c63ba75723b74e40371952a6605b6,1,7,6,6,0,14,19,5,4,4,[<span.Span object at 0x7f2fa6785400>],[<span.Span object at 0x7f2fa6785400>],20,2
1337,productpage-v1,e4037195,,e98c63ba75723b74e40371952a6605b6,1,28,28,28,0,0,26,26,20,20,"[<span.Span object at 0x7f2fa6785490>, <span.Span object at 0x7f2fa67854c0>]","[<span.Span object at 0x7f2fa6785490>, <span.Span object at 0x7f2fa67854c0>]",10,1
1338,ratings-v1,a7a63062,82bee269,e98c63ba75723b74e40371952a6605b6,1,1,1,1,0,17,18,1,1,1,[],[],30,3
1339,details-v1,1a01741c,e4037195,e98c63ba75723b74e40371952a6605b6,1,1,1,1,0,6,7,1,1,1,[],[],20,2
1340,reviews-v3,526cfa9f,70123a15,c54540c411242acc70123a15aaaf5649,1,6,4,5,0,76,81,5,3,3,[<span.Span object at 0x7f2fa67ed400>],[<span.Span object at 0x7f2fa67ed400>],20,2
1341,productpage-v1,70123a15,,c54540c411242acc70123a15aaaf5649,1,23,22,22,0,0,126,126,113,113,"[<span.Span object at 0x7f2fa67ed310>, <span.Span object at 0x7f2fa67ed490>]","[<span.Span object at 0x7f2fa67ed310>, <span.Span object at 0x7f2fa67ed490>]",10,1
1342,ratings-v1,b4f73a40,526cfa9f,c54540c411242acc70123a15aaaf5649,1,1,1,1,0,78,80,2,2,2,[],[],30,3
1343,details-v1,45404e5f,70123a15,c54540c411242acc70123a15aaaf5649,1,1,1,1,0,40,48,8,8,8,[],[],20,2
1344,reviews-v3,181b6c3c,44320b97,b2b68d363116589744320b97578c8bfd,1,6,4,5,0,23,32,9,6,6,[<span.Span object at 0x7f2fa67c8a00>],[<span.Span object at 0x7f2fa67c8a00>],20,2
1345,productpage-v1,44320b97,,b2b68d363116589744320b97578c8bfd,1,18,16,17,0,0,37,37,25,25,"[<span.Span object at 0x7f2fa67c8be0>, <span.Span object at 0x7f2fa67c8970>]","[<span.Span object at 0x7f2fa67c8be0>, <span.Span object at 0x7f2fa67c8970>]",10,1
1346,ratings-v1,2905bdad,181b6c3c,b2b68d363116589744320b97578c8bfd,1,1,1,1,0,26,29,3,3,3,[],[],30,3
1347,details-v1,c367ef59,44320b97,b2b68d363116589744320b97578c8bfd,1,1,1,1,0,13,16,3,3,3,[],[],20,2
1348,productpage-v1,d3bc06bb,,c16d915c9cb1438cd3bc06bbf9b5f924,1,16,16,16,0,0,42,42,33,33,"[<span.Span object at 0x7f2fa67bc130>, <span.Span object at 0x7f2fa67bc160>]","[<span.Span object at 0x7f2fa67bc160>, <span.Span object at 0x7f2fa67bc130>]",10,1
1349,ratings-v1,b4cee24f,5b98f48c,c16d915c9cb1438cd3bc06bbf9b5f924,1,1,1,1,0,34,34,0,0,0,[],[],30,3
1350,details-v1,e0794a54,d3bc06bb,c16d915c9cb1438cd3bc06bbf9b5f924,1,1,1,1,0,15,16,1,1,1,[],[],20,2
1351,reviews-v3,5b98f48c,d3bc06bb,c16d915c9cb1438cd3bc06bbf9b5f924,1,5,5,5,0,28,36,8,8,8,[<span.Span object at 0x7f2fa67bc250>],[<span.Span object at 0x7f2fa67bc250>],20,2
1352,productpage-v1,7e902a3f,,504ab1a41bb6360c7e902a3fc57b5f71,1,17,14,15,0,0,32,32,24,24,"[<span.Span object at 0x7f2fa684e7f0>, <span.Span object at 0x7f2fa684e640>]","[<span.Span object at 0x7f2fa684e640>, <span.Span object at 0x7f2fa684e7f0>]",10,1
1353,ratings-v1,75692eaa,48b174c4,504ab1a41bb6360c7e902a3fc57b5f71,1,1,1,1,0,23,24,1,1,1,[],[],30,3
1354,details-v1,bd9e7d5f,7e902a3f,504ab1a41bb6360c7e902a3fc57b5f71,1,1,1,1,0,12,14,2,2,2,[],[],20,2
1355,reviews-v3,48b174c4,7e902a3f,504ab1a41bb6360c7e902a3fc57b5f71,1,5,4,4,0,20,26,6,5,5,[<span.Span object at 0x7f2fa684e850>],[<span.Span object at 0x7f2fa684e850>],20,2
1356,reviews-v3,01a68f40,68554a64,586c355c1e1448bb68554a64d63b34d8,1,5,4,4,0,169,173,4,3,3,[<span.Span object at 0x7f2fa692e910>],[<span.Span object at 0x7f2fa692e910>],20,2
1357,productpage-v1,68554a64,,586c355c1e1448bb68554a64d63b34d8,1,24,22,23,0,0,212,212,206,206,"[<span.Span object at 0x7f2fa692e970>, <span.Span object at 0x7f2fa692e790>]","[<span.Span object at 0x7f2fa692e970>, <span.Span object at 0x7f2fa692e790>]",10,1
1358,ratings-v1,45fba432,01a68f40,586c355c1e1448bb68554a64d63b34d8,1,1,1,1,0,171,172,1,1,1,[],[],30,3
1359,details-v1,bdbd5462,68554a64,586c355c1e1448bb68554a64d63b34d8,1,1,1,1,0,88,90,2,2,2,[],[],20,2
1360,reviews-v3,ff23895c,f18c25cc,49cf809f7ff71f04f18c25cccd469b7b,1,5,4,4,0,18,29,11,9,9,[<span.Span object at 0x7f2fa690a8b0>],[<span.Span object at 0x7f2fa690a8b0>],20,2
1361,productpage-v1,f18c25cc,,49cf809f7ff71f04f18c25cccd469b7b,1,15,16,15,0,0,41,41,28,28,"[<span.Span object at 0x7f2fa690a5e0>, <span.Span object at 0x7f2fa690ac10>]","[<span.Span object at 0x7f2fa690a5e0>, <span.Span object at 0x7f2fa690ac10>]",10,1
1362,ratings-v1,50413812,ff23895c,49cf809f7ff71f04f18c25cccd469b7b,1,1,1,1,0,21,23,2,2,2,[],[],30,3
1363,details-v1,c5e133fe,f18c25cc,49cf809f7ff71f04f18c25cccd469b7b,1,1,1,1,0,7,9,2,2,2,[],[],20,2
1364,reviews-v3,71121e53,2196288b,8e7128b051fd9db12196288b1f6cb7ec,1,5,4,4,0,34,38,4,3,3,[<span.Span object at 0x7f2fa90388e0>],[<span.Span object at 0x7f2fa90388e0>],20,2
1365,productpage-v1,2196288b,,8e7128b051fd9db12196288b1f6cb7ec,1,18,16,17,0,0,42,42,36,36,"[<span.Span object at 0x7f2fa9038520>, <span.Span object at 0x7f2fa90382e0>]","[<span.Span object at 0x7f2fa9038520>, <span.Span object at 0x7f2fa90382e0>]",10,1
1366,ratings-v1,7c0bb8e5,71121e53,8e7128b051fd9db12196288b1f6cb7ec,1,1,1,1,0,36,37,1,1,1,[],[],30,3
1367,details-v1,5c3ff874,2196288b,8e7128b051fd9db12196288b1f6cb7ec,1,1,1,1,0,16,18,2,2,2,[],[],20,2
1368,reviews-v3,49520e13,894eb404,2d42fc8040d977c4894eb404e9de72be,1,5,4,4,0,47,52,5,4,4,[<span.Span object at 0x7f2fa9057c70>],[<span.Span object at 0x7f2fa9057c70>],20,2
1369,productpage-v1,894eb404,,2d42fc8040d977c4894eb404e9de72be,1,21,19,20,0,0,75,75,68,68,"[<span.Span object at 0x7f2fa9057d30>, <span.Span object at 0x7f2fa9057b80>]","[<span.Span object at 0x7f2fa9057d30>, <span.Span object at 0x7f2fa9057b80>]",10,1
1370,ratings-v1,8274cdb5,49520e13,2d42fc8040d977c4894eb404e9de72be,1,1,1,1,0,50,51,1,1,1,[],[],30,3
1371,details-v1,b9dc218c,894eb404,2d42fc8040d977c4894eb404e9de72be,1,1,1,1,0,33,35,2,2,2,[],[],20,2
1372,productpage-v1,3b84e6d3,,9af2ed3de643f07b3b84e6d30629f587,1,19,15,17,0,0,67,67,58,58,"[<span.Span object at 0x7f2fa903e4f0>, <span.Span object at 0x7f2fa903e5b0>]","[<span.Span object at 0x7f2fa903e5b0>, <span.Span object at 0x7f2fa903e4f0>]",10,1
1373,ratings-v1,4a91d2b8,64ea2f6c,9af2ed3de643f07b3b84e6d30629f587,1,1,1,1,0,58,61,3,3,3,[],[],30,3
1374,details-v1,e4f2fe90,3b84e6d3,9af2ed3de643f07b3b84e6d30629f587,1,1,1,1,0,38,40,2,2,2,[],[],20,2
1375,reviews-v3,64ea2f6c,3b84e6d3,9af2ed3de643f07b3b84e6d30629f587,1,6,4,5,0,56,63,7,4,4,[<span.Span object at 0x7f2fa903e700>],[<span.Span object at 0x7f2fa903e700>],20,2
1376,reviews-v3,30fec7c4,ace94984,69565e28f377199cace9498455b16eb4,1,5,5,5,0,25,31,6,5,5,[<span.Span object at 0x7f2fa9081d00>],[<span.Span object at 0x7f2fa9081d00>],20,2
1377,productpage-v1,ace94984,,69565e28f377199cace9498455b16eb4,1,16,15,15,0,0,43,43,36,36,"[<span.Span object at 0x7f2fa9081d60>, <span.Span object at 0x7f2fa9081c40>]","[<span.Span object at 0x7f2fa9081d60>, <span.Span object at 0x7f2fa9081c40>]",10,1
1378,ratings-v1,0035ed6d,30fec7c4,69565e28f377199cace9498455b16eb4,1,1,1,1,0,28,29,1,1,1,[],[],30,3
1379,details-v1,35134e11,ace94984,69565e28f377199cace9498455b16eb4,1,1,1,1,0,15,16,1,1,1,[],[],20,2
1380,reviews-v3,fa43e7e2,995d2352,5ccd00aab0f20dbc995d235288356da4,1,5,4,4,0,53,57,4,3,3,[<span.Span object at 0x7f2fa90f35b0>],[<span.Span object at 0x7f2fa90f35b0>],20,2
1381,productpage-v1,995d2352,,5ccd00aab0f20dbc995d235288356da4,1,19,14,16,0,0,62,62,56,56,"[<span.Span object at 0x7f2fa90f35e0>, <span.Span object at 0x7f2fa90f30a0>]","[<span.Span object at 0x7f2fa90f35e0>, <span.Span object at 0x7f2fa90f30a0>]",10,1
1382,ratings-v1,1fd48935,fa43e7e2,5ccd00aab0f20dbc995d235288356da4,1,1,1,1,0,55,56,1,1,1,[],[],30,3
1383,details-v1,87e2b384,995d2352,5ccd00aab0f20dbc995d235288356da4,1,1,1,1,0,39,41,2,2,2,[],[],20,2
