,svc_name,my_span_id,parent_span_id,trace_id,cluster_id,load,last_load,avg_load,rps,st,et,rt,xt,ct,child_spans,critical_child_spans,call_size,depth
469,reviews-v3,cdc39ac7,bd32e2a1,9ac390ee411c65c8bd32e2a1e78898b0,0,5,4,4,0,56,61,5,4,4,[<span.Span object at 0x7f2f35b043a0>],[<span.Span object at 0x7f2f35b043a0>],20,2
470,ratings-v1,4f00b7bc,cdc39ac7,9ac390ee411c65c8bd32e2a1e78898b0,0,1,1,1,0,58,59,1,1,1,[],[],30,3
471,details-v1,b4499e6f,bd32e2a1,9ac390ee411c65c8bd32e2a1e78898b0,0,1,1,1,0,45,47,2,2,2,[],[],20,2
472,productpage-v1,daa65cfe,,79ac59631fc83236daa65cfebd74f9f9,0,14,11,12,0,0,30,30,23,23,"[<span.Span object at 0x7f2f35b10310>, <span.Span object at 0x7f2f35b10b50>]","[<span.Span object at 0x7f2f35b10310>, <span.Span object at 0x7f2f35b10b50>]",10,1
473,reviews-v3,9fb57493,daa65cfe,79ac59631fc83236daa65cfebd74f9f9,0,5,4,4,0,22,27,5,4,4,[<span.Span object at 0x7f2f35b106d0>],[<span.Span object at 0x7f2f35b106d0>],20,2
474,ratings-v1,16521bab,9fb57493,79ac59631fc83236daa65cfebd74f9f9,0,1,1,1,0,25,26,1,1,1,[],[],30,3
475,details-v1,6f28499c,daa65cfe,79ac59631fc83236daa65cfebd74f9f9,0,1,1,1,0,11,13,2,2,2,[],[],20,2
476,productpage-v1,907efca7,,a5179dd9286d7116907efca79cc2b951,0,12,12,12,0,0,30,30,24,24,"[<span.Span object at 0x7f2f35b10250>, <span.Span object at 0x7f2f35b109d0>]","[<span.Span object at 0x7f2f35b10250>, <span.Span object at 0x7f2f35b109d0>]",10,1
477,reviews-v3,00f4bf6f,907efca7,a5179dd9286d7116907efca79cc2b951,0,5,4,4,0,17,22,5,4,4,[<span.Span object at 0x7f2f35b100a0>],[<span.Span object at 0x7f2f35b100a0>],20,2
478,ratings-v1,45b4782f,00f4bf6f,a5179dd9286d7116907efca79cc2b951,0,1,1,1,0,19,20,1,1,1,[],[],30,3
479,details-v1,ed89ee2a,907efca7,a5179dd9286d7116907efca79cc2b951,0,1,1,1,0,8,9,1,1,1,[],[],20,2
480,productpage-v1,3d0a1728,,60cd1b8cd56759483d0a1728069c645c,0,12,13,12,0,0,37,37,28,28,"[<span.Span object at 0x7f2f3507ec10>, <span.Span object at 0x7f2f3507eaf0>]","[<span.Span object at 0x7f2f3507ec10>, <span.Span object at 0x7f2f3507eaf0>]",10,1
481,reviews-v3,73bb8610,3d0a1728,60cd1b8cd56759483d0a1728069c645c,0,5,4,4,0,21,28,7,5,5,[<span.Span object at 0x7f2f3507e220>],[<span.Span object at 0x7f2f3507e220>],20,2
482,ratings-v1,c44c4dba,73bb8610,60cd1b8cd56759483d0a1728069c645c,0,1,1,1,0,24,26,2,2,2,[],[],30,3
483,details-v1,dd06a866,3d0a1728,60cd1b8cd56759483d0a1728069c645c,0,1,1,1,0,8,10,2,2,2,[],[],20,2
484,productpage-v1,a0216a48,,614f6fbd966b1f87a0216a480b8c1a40,0,13,12,12,0,0,33,33,24,24,"[<span.Span object at 0x7f2f353b14f0>, <span.Span object at 0x7f2f353b14c0>]","[<span.Span object at 0x7f2f353b14f0>, <span.Span object at 0x7f2f353b14c0>]",10,1
485,reviews-v3,81df99b9,a0216a48,614f6fbd966b1f87a0216a480b8c1a40,0,6,4,5,0,19,26,7,6,6,[<span.Span object at 0x7f2f353b1d90>],[<span.Span object at 0x7f2f353b1d90>],20,2
486,ratings-v1,adaef0b0,81df99b9,614f6fbd966b1f87a0216a480b8c1a40,0,1,1,1,0,23,24,1,1,1,[],[],30,3
487,details-v1,68581a64,a0216a48,614f6fbd966b1f87a0216a480b8c1a40,0,1,1,1,0,11,13,2,2,2,[],[],20,2
488,ratings-v1,3e26444d,245eb141,601b84b0b4318f837ca1df47c039167c,0,1,1,1,0,24,26,2,2,2,[],[],30,3
489,details-v1,41d94957,7ca1df47,601b84b0b4318f837ca1df47c039167c,0,1,1,1,0,12,15,3,3,3,[],[],20,2
490,productpage-v1,7ca1df47,,601b84b0b4318f837ca1df47c039167c,0,12,11,11,0,0,31,31,21,21,"[<span.Span object at 0x7f2f353a54c0>, <span.Span object at 0x7f2f353a5280>]","[<span.Span object at 0x7f2f353a5280>, <span.Span object at 0x7f2f353a54c0>]",10,1
491,reviews-v3,245eb141,7ca1df47,601b84b0b4318f837ca1df47c039167c,0,5,4,4,0,21,28,7,5,5,[<span.Span object at 0x7f2f36504df0>],[<span.Span object at 0x7f2f36504df0>],20,2
492,productpage-v1,ec3990cc,,1742e6b24561043eec3990cc0e071402,0,12,11,11,0,0,27,27,17,17,"[<span.Span object at 0x7f2f35aa44f0>, <span.Span object at 0x7f2f35aa4730>]","[<span.Span object at 0x7f2f35aa44f0>, <span.Span object at 0x7f2f35aa4730>]",10,1
493,reviews-v3,8b58e9d0,ec3990cc,1742e6b24561043eec3990cc0e071402,0,5,4,4,0,17,24,7,6,6,[<span.Span object at 0x7f2f35aa47f0>],[<span.Span object at 0x7f2f35aa47f0>],20,2
494,ratings-v1,69f463c9,8b58e9d0,1742e6b24561043eec3990cc0e071402,0,1,1,1,0,20,21,1,1,1,[],[],30,3
495,details-v1,972f5f0e,ec3990cc,1742e6b24561043eec3990cc0e071402,0,1,1,1,0,8,11,3,3,3,[],[],20,2
496,ratings-v1,4ea6a186,5e17572e,db5ccc2623d5694ac3aa84df3db3a8fc,0,1,1,1,0,46,47,1,1,1,[],[],30,3
497,details-v1,3e67a14b,c3aa84df,db5ccc2623d5694ac3aa84df3db3a8fc,0,1,1,1,0,13,15,2,2,2,[],[],20,2
498,productpage-v1,c3aa84df,,db5ccc2623d5694ac3aa84df3db3a8fc,0,12,15,13,0,0,63,63,54,54,"[<span.Span object at 0x7f2f3503c1c0>, <span.Span object at 0x7f2f3503cd00>]","[<span.Span object at 0x7f2f3503cd00>, <span.Span object at 0x7f2f3503c1c0>]",10,1
499,reviews-v3,5e17572e,c3aa84df,db5ccc2623d5694ac3aa84df3db3a8fc,0,6,5,5,0,42,49,7,6,6,[<span.Span object at 0x7f2f3503ca00>],[<span.Span object at 0x7f2f3503ca00>],20,2
500,ratings-v1,2fc5ec68,4a6fb811,de8b24a8d1235f498048e58b908522d8,0,1,1,1,0,54,56,2,2,2,[],[],30,3
501,details-v1,0d1bd2ad,8048e58b,de8b24a8d1235f498048e58b908522d8,0,1,1,1,0,25,27,2,2,2,[],[],20,2
502,productpage-v1,8048e58b,,de8b24a8d1235f498048e58b908522d8,0,15,14,14,0,0,76,76,68,68,"[<span.Span object at 0x7f2fa6866e80>, <span.Span object at 0x7f2fa68660d0>]","[<span.Span object at 0x7f2fa68660d0>, <span.Span object at 0x7f2fa6866e80>]",10,1
503,reviews-v3,4a6fb811,8048e58b,de8b24a8d1235f498048e58b908522d8,0,6,4,5,0,52,58,6,4,4,[<span.Span object at 0x7f2fa68666a0>],[<span.Span object at 0x7f2fa68666a0>],20,2
504,productpage-v1,1afac657,,161dd4429dcbcfc71afac65716a2c124,0,14,13,13,0,0,30,30,20,20,"[<span.Span object at 0x7f2f37ef3370>, <span.Span object at 0x7f2f37ef38b0>]","[<span.Span object at 0x7f2f37ef3370>, <span.Span object at 0x7f2f37ef38b0>]",10,1
505,reviews-v3,30c8cf1c,1afac657,161dd4429dcbcfc71afac65716a2c124,0,5,4,4,0,18,24,6,5,5,[<span.Span object at 0x7f2f37ef3580>],[<span.Span object at 0x7f2f37ef3580>],20,2
506,ratings-v1,89a2a5a8,30c8cf1c,161dd4429dcbcfc71afac65716a2c124,0,1,1,1,0,20,21,1,1,1,[],[],30,3
507,details-v1,90562eaa,1afac657,161dd4429dcbcfc71afac65716a2c124,0,1,1,1,0,7,11,4,4,4,[],[],20,2
508,productpage-v1,cd8937c2,,e147a344b934d908cd8937c2ad114a6c,0,15,14,14,0,0,36,36,26,26,"[<span.Span object at 0x7f2f37906b80>, <span.Span object at 0x7f2f379069d0>]","[<span.Span object at 0x7f2f37906b80>, <span.Span object at 0x7f2f379069d0>]",10,1
509,reviews-v3,cd11376a,cd8937c2,e147a344b934d908cd8937c2ad114a6c,0,5,4,4,0,22,29,7,6,6,[<span.Span object at 0x7f2f37906ac0>],[<span.Span object at 0x7f2f37906ac0>],20,2
510,ratings-v1,592562f3,cd11376a,e147a344b934d908cd8937c2ad114a6c,0,1,1,1,0,25,26,1,1,1,[],[],30,3
511,details-v1,dc00ce31,cd8937c2,e147a344b934d908cd8937c2ad114a6c,0,1,1,1,0,10,13,3,3,3,[],[],20,2
512,ratings-v1,5baa1197,5041d806,91c209ef2afa45651114ff73083f9ff8,0,1,1,1,0,39,40,1,1,1,[],[],30,3
513,details-v1,2575b92c,1114ff73,91c209ef2afa45651114ff73083f9ff8,0,1,1,1,0,9,10,1,1,1,[],[],20,2
514,productpage-v1,1114ff73,,91c209ef2afa45651114ff73083f9ff8,0,16,16,16,0,0,52,52,43,43,"[<span.Span object at 0x7f2f378d0340>, <span.Span object at 0x7f2f378d0220>]","[<span.Span object at 0x7f2f378d0220>, <span.Span object at 0x7f2f378d0340>]",10,1
515,reviews-v3,5041d806,1114ff73,91c209ef2afa45651114ff73083f9ff8,0,5,4,4,0,35,43,8,7,7,[<span.Span object at 0x7f2f378d0310>],[<span.Span object at 0x7f2f378d0310>],20,2
516,productpage-v1,1454b5e3,,ec6bd41b137b8bf21454b5e3d675ec87,0,19,14,16,0,0,89,89,36,36,"[<span.Span object at 0x7f2f3797ab50>, <span.Span object at 0x7f2f3797a9d0>]","[<span.Span object at 0x7f2f3797ab50>, <span.Span object at 0x7f2f3797a9d0>]",10,1
517,reviews-v3,5cbaf853,1454b5e3,ec6bd41b137b8bf21454b5e3d675ec87,0,5,4,4,0,82,86,4,3,3,[<span.Span object at 0x7f2f3797ab80>],[<span.Span object at 0x7f2f3797ab80>],20,2
518,ratings-v1,49ff7925,5cbaf853,ec6bd41b137b8bf21454b5e3d675ec87,0,1,1,1,0,84,85,1,1,1,[],[],30,3
519,details-v1,70273623,1454b5e3,ec6bd41b137b8bf21454b5e3d675ec87,0,1,1,1,0,28,77,49,49,49,[],[],20,2
520,productpage-v1,eef4f469,,3caf4e682c83ea69eef4f4698266d75f,0,21,17,19,0,0,75,75,61,61,"[<span.Span object at 0x7f2f3c66db20>, <span.Span object at 0x7f2f3c66d250>]","[<span.Span object at 0x7f2f3c66db20>, <span.Span object at 0x7f2f3c66d250>]",10,1
521,reviews-v3,83e1069a,eef4f469,3caf4e682c83ea69eef4f4698266d75f,0,6,4,5,0,39,45,6,6,6,[<span.Span object at 0x7f2f3c66d4c0>],[<span.Span object at 0x7f2f3c66d4c0>],20,2
522,ratings-v1,06dc7de9,83e1069a,3caf4e682c83ea69eef4f4698266d75f,0,1,1,1,0,44,44,0,0,0,[],[],30,3
523,details-v1,1d037bb7,eef4f469,3caf4e682c83ea69eef4f4698266d75f,0,1,1,1,0,16,24,8,8,8,[],[],20,2
524,productpage-v1,38b59b92,,ab71ab4d82e2ec7d38b59b92a0af3fe2,0,16,15,15,0,0,31,31,23,23,"[<span.Span object at 0x7f2f37ea6310>, <span.Span object at 0x7f2f37ea6c10>]","[<span.Span object at 0x7f2f37ea6310>, <span.Span object at 0x7f2f37ea6c10>]",10,1
525,reviews-v3,0a2478ef,38b59b92,ab71ab4d82e2ec7d38b59b92a0af3fe2,0,5,4,4,0,20,27,7,6,6,[<span.Span object at 0x7f2f37ea60a0>],[<span.Span object at 0x7f2f37ea60a0>],20,2
526,ratings-v1,cd6c9a10,0a2478ef,ab71ab4d82e2ec7d38b59b92a0af3fe2,0,1,1,1,0,24,25,1,1,1,[],[],30,3
527,details-v1,bb8838dc,38b59b92,ab71ab4d82e2ec7d38b59b92a0af3fe2,0,1,1,1,0,10,11,1,1,1,[],[],20,2
528,productpage-v1,4cb1dd7e,,3f56eb4df20acb814cb1dd7ee3c1819b,0,16,15,15,0,0,71,71,22,22,"[<span.Span object at 0x7f2f37bf8220>, <span.Span object at 0x7f2f37bf83d0>]","[<span.Span object at 0x7f2f37bf8220>, <span.Span object at 0x7f2f37bf83d0>]",10,1
529,reviews-v3,369147b5,4cb1dd7e,3f56eb4df20acb814cb1dd7ee3c1819b,0,5,4,4,0,62,68,6,4,4,[<span.Span object at 0x7f2f37bf83a0>],[<span.Span object at 0x7f2f37bf83a0>],20,2
530,ratings-v1,cbba9b61,369147b5,3f56eb4df20acb814cb1dd7ee3c1819b,0,1,1,1,0,64,66,2,2,2,[],[],30,3
531,details-v1,be1926fa,4cb1dd7e,3f56eb4df20acb814cb1dd7ee3c1819b,0,1,1,1,0,12,55,43,43,43,[],[],20,2
532,productpage-v1,c4cbcb56,,b45406074eb18f03c4cbcb568f4373d1,0,15,14,14,0,0,26,26,18,18,"[<span.Span object at 0x7f2fa62f3160>, <span.Span object at 0x7f2fa62f3cd0>]","[<span.Span object at 0x7f2fa62f3160>, <span.Span object at 0x7f2fa62f3cd0>]",10,1
533,reviews-v3,cf2a32b3,c4cbcb56,b45406074eb18f03c4cbcb568f4373d1,0,5,4,4,0,16,22,6,5,5,[<span.Span object at 0x7f2fa62f3f70>],[<span.Span object at 0x7f2fa62f3f70>],20,2
534,ratings-v1,7bac2615,cf2a32b3,b45406074eb18f03c4cbcb568f4373d1,0,1,1,1,0,19,20,1,1,1,[],[],30,3
535,details-v1,bdc64b5c,c4cbcb56,b45406074eb18f03c4cbcb568f4373d1,0,1,1,1,0,8,10,2,2,2,[],[],20,2
536,reviews-v3,35b680ea,bb82a0a4,43d4fdcb4502608dbb82a0a44a5543b9,0,5,4,4,0,16,22,6,5,5,[<span.Span object at 0x7f2f377e1100>],[<span.Span object at 0x7f2f377e1100>],20,2
537,ratings-v1,ab4ae2b0,35b680ea,43d4fdcb4502608dbb82a0a44a5543b9,0,1,1,1,0,19,20,1,1,1,[],[],30,3
538,details-v1,996579cb,bb82a0a4,43d4fdcb4502608dbb82a0a44a5543b9,0,1,1,1,0,8,11,3,3,3,[],[],20,2
539,productpage-v1,bb82a0a4,,43d4fdcb4502608dbb82a0a44a5543b9,0,15,14,14,0,0,25,25,16,16,"[<span.Span object at 0x7f2f377e1130>, <span.Span object at 0x7f2f377e11f0>]","[<span.Span object at 0x7f2f377e1130>, <span.Span object at 0x7f2f377e11f0>]",10,1
540,reviews-v3,5205a5f3,f3bb845a,ea271d875e1a6575f3bb845aaa0fdef4,0,6,4,5,0,447,455,8,7,7,[<span.Span object at 0x7f2f370dc820>],[<span.Span object at 0x7f2f370dc820>],20,2
541,productpage-v1,f3bb845a,,ea271d875e1a6575f3bb845aaa0fdef4,0,56,57,56,0,0,841,841,831,831,"[<span.Span object at 0x7f2f370dc4f0>, <span.Span object at 0x7f2f370dc6a0>]","[<span.Span object at 0x7f2f370dc4f0>, <span.Span object at 0x7f2f370dc6a0>]",10,1
542,ratings-v1,631703a5,5205a5f3,ea271d875e1a6575f3bb845aaa0fdef4,0,1,1,1,0,452,453,1,1,1,[],[],30,3
543,details-v1,b813fc0c,f3bb845a,ea271d875e1a6575f3bb845aaa0fdef4,0,1,1,1,0,171,173,2,2,2,[],[],20,2
544,reviews-v3,095cc23d,5b892870,35ea71c8da0863c25b892870b0d32f52,0,7,5,6,0,451,459,8,7,7,[<span.Span object at 0x7f2f370dcd00>],[<span.Span object at 0x7f2f370dcd00>],20,2
545,productpage-v1,5b892870,,35ea71c8da0863c25b892870b0d32f52,0,54,54,54,0,0,690,690,678,678,"[<span.Span object at 0x7f2f370dca00>, <span.Span object at 0x7f2f370dc8b0>]","[<span.Span object at 0x7f2f370dca00>, <span.Span object at 0x7f2f370dc8b0>]",10,1
546,ratings-v1,4ff3a8ce,095cc23d,35ea71c8da0863c25b892870b0d32f52,0,1,1,1,0,456,457,1,1,1,[],[],30,3
547,details-v1,45448016,5b892870,35ea71c8da0863c25b892870b0d32f52,0,1,1,1,0,177,181,4,4,4,[],[],20,2
548,reviews-v3,6f6a8569,173b5120,bec5486ea0290652173b5120914c3a80,0,5,4,4,0,391,396,5,4,4,[<span.Span object at 0x7f2f36a58dc0>],[<span.Span object at 0x7f2f36a58dc0>],20,2
549,productpage-v1,173b5120,,bec5486ea0290652173b5120914c3a80,0,52,45,48,0,0,570,570,518,518,"[<span.Span object at 0x7f2f36a588b0>, <span.Span object at 0x7f2f36a58850>]","[<span.Span object at 0x7f2f36a588b0>, <span.Span object at 0x7f2f36a58850>]",10,1
550,ratings-v1,cf37d027,6f6a8569,bec5486ea0290652173b5120914c3a80,0,1,1,1,0,393,394,1,1,1,[],[],30,3
551,details-v1,13ad39bd,173b5120,bec5486ea0290652173b5120914c3a80,0,1,1,1,0,149,196,47,47,47,[],[],20,2
552,reviews-v3,c7ba8322,92e503d3,d3bc8307a6233d9a92e503d3941b814f,0,5,5,5,0,322,332,10,9,9,[<span.Span object at 0x7f2f36a21040>],[<span.Span object at 0x7f2f36a21040>],20,2
553,productpage-v1,92e503d3,,d3bc8307a6233d9a92e503d3941b814f,0,51,46,48,0,0,516,516,504,504,"[<span.Span object at 0x7f2f36a21f70>, <span.Span object at 0x7f2f36a213d0>]","[<span.Span object at 0x7f2f36a21f70>, <span.Span object at 0x7f2f36a213d0>]",10,1
554,ratings-v1,78d1f9f2,c7ba8322,d3bc8307a6233d9a92e503d3941b814f,0,1,1,1,0,326,327,1,1,1,[],[],30,3
555,details-v1,33ef69ec,92e503d3,d3bc8307a6233d9a92e503d3941b814f,0,1,1,1,0,132,134,2,2,2,[],[],20,2
556,reviews-v3,a0ce033c,4ac6e49a,d3644bfa730c2f8c4ac6e49a900a49c3,0,5,4,4,0,236,240,4,4,4,[<span.Span object at 0x7f2fa589beb0>],[<span.Span object at 0x7f2fa589beb0>],20,2
557,productpage-v1,4ac6e49a,,d3644bfa730c2f8c4ac6e49a900a49c3,0,48,34,41,0,0,360,360,352,352,"[<span.Span object at 0x7f2fa589bfa0>, <span.Span object at 0x7f2fa589bd60>]","[<span.Span object at 0x7f2fa589bfa0>, <span.Span object at 0x7f2fa589bd60>]",10,1
558,ratings-v1,62f3a467,a0ce033c,d3644bfa730c2f8c4ac6e49a900a49c3,0,1,1,1,0,239,239,0,0,0,[],[],30,3
559,details-v1,75eec187,4ac6e49a,d3644bfa730c2f8c4ac6e49a900a49c3,0,1,1,1,0,98,102,4,4,4,[],[],20,2
560,productpage-v1,28d8b9fe,,f0eca3d7651fc29228d8b9fe2dd8ffee,0,21,19,20,0,0,80,80,72,72,"[<span.Span object at 0x7f2f5b703310>, <span.Span object at 0x7f2f5b703280>]","[<span.Span object at 0x7f2f5b703280>, <span.Span object at 0x7f2f5b703310>]",10,1
561,ratings-v1,6a7fbc20,5d3d47b8,f0eca3d7651fc29228d8b9fe2dd8ffee,0,1,1,1,0,51,52,1,1,1,[],[],30,3
562,details-v1,e43dea43,28d8b9fe,f0eca3d7651fc29228d8b9fe2dd8ffee,0,1,1,1,0,30,32,2,2,2,[],[],20,2
563,reviews-v3,5d3d47b8,28d8b9fe,f0eca3d7651fc29228d8b9fe2dd8ffee,0,6,4,5,0,47,53,6,5,5,[<span.Span object at 0x7f2f5b703a90>],[<span.Span object at 0x7f2f5b703a90>],20,2
564,reviews-v3,82bee269,e4037195,e98c63ba75723b74e40371952a6605b6,0,7,6,6,0,14,19,5,4,4,[<span.Span object at 0x7f2fa079ae80>],[<span.Span object at 0x7f2fa079ae80>],20,2
565,productpage-v1,e4037195,,e98c63ba75723b74e40371952a6605b6,0,28,28,28,0,0,26,26,20,20,"[<span.Span object at 0x7f2fa079a280>, <span.Span object at 0x7f2fa079ab20>]","[<span.Span object at 0x7f2fa079a280>, <span.Span object at 0x7f2fa079ab20>]",10,1
566,ratings-v1,a7a63062,82bee269,e98c63ba75723b74e40371952a6605b6,0,1,1,1,0,17,18,1,1,1,[],[],30,3
567,details-v1,1a01741c,e4037195,e98c63ba75723b74e40371952a6605b6,0,1,1,1,0,6,7,1,1,1,[],[],20,2
568,reviews-v3,526cfa9f,70123a15,c54540c411242acc70123a15aaaf5649,0,6,4,5,0,76,81,5,3,3,[<span.Span object at 0x7f2f37d2d4c0>],[<span.Span object at 0x7f2f37d2d4c0>],20,2
569,productpage-v1,70123a15,,c54540c411242acc70123a15aaaf5649,0,23,22,22,0,0,126,126,113,113,"[<span.Span object at 0x7f2f37d2d250>, <span.Span object at 0x7f2f37d2d5e0>]","[<span.Span object at 0x7f2f37d2d250>, <span.Span object at 0x7f2f37d2d5e0>]",10,1
570,ratings-v1,b4f73a40,526cfa9f,c54540c411242acc70123a15aaaf5649,0,1,1,1,0,78,80,2,2,2,[],[],30,3
571,details-v1,45404e5f,70123a15,c54540c411242acc70123a15aaaf5649,0,1,1,1,0,40,48,8,8,8,[],[],20,2
572,reviews-v3,181b6c3c,44320b97,b2b68d363116589744320b97578c8bfd,0,6,4,5,0,23,32,9,6,6,[<span.Span object at 0x7f2fa074ad30>],[<span.Span object at 0x7f2fa074ad30>],20,2
573,productpage-v1,44320b97,,b2b68d363116589744320b97578c8bfd,0,18,16,17,0,0,37,37,25,25,"[<span.Span object at 0x7f2fa074aa90>, <span.Span object at 0x7f2fa074a520>]","[<span.Span object at 0x7f2fa074aa90>, <span.Span object at 0x7f2fa074a520>]",10,1
574,ratings-v1,2905bdad,181b6c3c,b2b68d363116589744320b97578c8bfd,0,1,1,1,0,26,29,3,3,3,[],[],30,3
575,details-v1,c367ef59,44320b97,b2b68d363116589744320b97578c8bfd,0,1,1,1,0,13,16,3,3,3,[],[],20,2
576,productpage-v1,d3bc06bb,,c16d915c9cb1438cd3bc06bbf9b5f924,0,16,16,16,0,0,42,42,33,33,"[<span.Span object at 0x7f2f3c979af0>, <span.Span object at 0x7f2f3c979d00>]","[<span.Span object at 0x7f2f3c979d00>, <span.Span object at 0x7f2f3c979af0>]",10,1
577,ratings-v1,b4cee24f,5b98f48c,c16d915c9cb1438cd3bc06bbf9b5f924,0,1,1,1,0,34,34,0,0,0,[],[],30,3
578,details-v1,e0794a54,d3bc06bb,c16d915c9cb1438cd3bc06bbf9b5f924,0,1,1,1,0,15,16,1,1,1,[],[],20,2
579,reviews-v3,5b98f48c,d3bc06bb,c16d915c9cb1438cd3bc06bbf9b5f924,0,5,5,5,0,28,36,8,8,8,[<span.Span object at 0x7f2f3c979a90>],[<span.Span object at 0x7f2f3c979a90>],20,2
580,productpage-v1,7e902a3f,,504ab1a41bb6360c7e902a3fc57b5f71,0,17,14,15,0,0,32,32,24,24,"[<span.Span object at 0x7f2fa08623d0>, <span.Span object at 0x7f2fa0862370>]","[<span.Span object at 0x7f2fa0862370>, <span.Span object at 0x7f2fa08623d0>]",10,1
581,ratings-v1,75692eaa,48b174c4,504ab1a41bb6360c7e902a3fc57b5f71,0,1,1,1,0,23,24,1,1,1,[],[],30,3
582,details-v1,bd9e7d5f,7e902a3f,504ab1a41bb6360c7e902a3fc57b5f71,0,1,1,1,0,12,14,2,2,2,[],[],20,2
583,reviews-v3,48b174c4,7e902a3f,504ab1a41bb6360c7e902a3fc57b5f71,0,5,4,4,0,20,26,6,5,5,[<span.Span object at 0x7f2fa0862280>],[<span.Span object at 0x7f2fa0862280>],20,2
584,reviews-v3,01a68f40,68554a64,586c355c1e1448bb68554a64d63b34d8,0,5,4,4,0,169,173,4,3,3,[<span.Span object at 0x7f2fa08985e0>],[<span.Span object at 0x7f2fa08985e0>],20,2
585,productpage-v1,68554a64,,586c355c1e1448bb68554a64d63b34d8,0,24,22,23,0,0,212,212,206,206,"[<span.Span object at 0x7f2fa0898790>, <span.Span object at 0x7f2fa0898520>]","[<span.Span object at 0x7f2fa0898790>, <span.Span object at 0x7f2fa0898520>]",10,1
586,ratings-v1,45fba432,01a68f40,586c355c1e1448bb68554a64d63b34d8,0,1,1,1,0,171,172,1,1,1,[],[],30,3
587,details-v1,bdbd5462,68554a64,586c355c1e1448bb68554a64d63b34d8,0,1,1,1,0,88,90,2,2,2,[],[],20,2
588,reviews-v3,ff23895c,f18c25cc,49cf809f7ff71f04f18c25cccd469b7b,0,5,4,4,0,18,29,11,9,9,[<span.Span object at 0x7f2fa088c6a0>],[<span.Span object at 0x7f2fa088c6a0>],20,2
589,productpage-v1,f18c25cc,,49cf809f7ff71f04f18c25cccd469b7b,0,15,16,15,0,0,41,41,28,28,"[<span.Span object at 0x7f2fa088c850>, <span.Span object at 0x7f2fa088c790>]","[<span.Span object at 0x7f2fa088c850>, <span.Span object at 0x7f2fa088c790>]",10,1
590,ratings-v1,50413812,ff23895c,49cf809f7ff71f04f18c25cccd469b7b,0,1,1,1,0,21,23,2,2,2,[],[],30,3
591,details-v1,c5e133fe,f18c25cc,49cf809f7ff71f04f18c25cccd469b7b,0,1,1,1,0,7,9,2,2,2,[],[],20,2
592,reviews-v3,71121e53,2196288b,8e7128b051fd9db12196288b1f6cb7ec,0,5,4,4,0,34,38,4,3,3,[<span.Span object at 0x7f2fa092ac10>],[<span.Span object at 0x7f2fa092ac10>],20,2
593,productpage-v1,2196288b,,8e7128b051fd9db12196288b1f6cb7ec,0,18,16,17,0,0,42,42,36,36,"[<span.Span object at 0x7f2fa092aac0>, <span.Span object at 0x7f2fa092ab50>]","[<span.Span object at 0x7f2fa092aac0>, <span.Span object at 0x7f2fa092ab50>]",10,1
594,ratings-v1,7c0bb8e5,71121e53,8e7128b051fd9db12196288b1f6cb7ec,0,1,1,1,0,36,37,1,1,1,[],[],30,3
595,details-v1,5c3ff874,2196288b,8e7128b051fd9db12196288b1f6cb7ec,0,1,1,1,0,16,18,2,2,2,[],[],20,2
596,reviews-v3,49520e13,894eb404,2d42fc8040d977c4894eb404e9de72be,0,5,4,4,0,47,52,5,4,4,[<span.Span object at 0x7f2fa0911340>],[<span.Span object at 0x7f2fa0911340>],20,2
597,productpage-v1,894eb404,,2d42fc8040d977c4894eb404e9de72be,0,21,19,20,0,0,75,75,68,68,"[<span.Span object at 0x7f2fa0911580>, <span.Span object at 0x7f2fa0911400>]","[<span.Span object at 0x7f2fa0911580>, <span.Span object at 0x7f2fa0911400>]",10,1
598,ratings-v1,8274cdb5,49520e13,2d42fc8040d977c4894eb404e9de72be,0,1,1,1,0,50,51,1,1,1,[],[],30,3
599,details-v1,b9dc218c,894eb404,2d42fc8040d977c4894eb404e9de72be,0,1,1,1,0,33,35,2,2,2,[],[],20,2
600,productpage-v1,3b84e6d3,,9af2ed3de643f07b3b84e6d30629f587,0,19,15,17,0,0,67,67,58,58,"[<span.Span object at 0x7f2fa096cdc0>, <span.Span object at 0x7f2fa096cbe0>]","[<span.Span object at 0x7f2fa096cbe0>, <span.Span object at 0x7f2fa096cdc0>]",10,1
601,ratings-v1,4a91d2b8,64ea2f6c,9af2ed3de643f07b3b84e6d30629f587,0,1,1,1,0,58,61,3,3,3,[],[],30,3
602,details-v1,e4f2fe90,3b84e6d3,9af2ed3de643f07b3b84e6d30629f587,0,1,1,1,0,38,40,2,2,2,[],[],20,2
603,reviews-v3,64ea2f6c,3b84e6d3,9af2ed3de643f07b3b84e6d30629f587,0,6,4,5,0,56,63,7,4,4,[<span.Span object at 0x7f2fa096cd90>],[<span.Span object at 0x7f2fa096cd90>],20,2
604,reviews-v3,30fec7c4,ace94984,69565e28f377199cace9498455b16eb4,0,5,5,5,0,25,31,6,5,5,[<span.Span object at 0x7f2fa0961640>],[<span.Span object at 0x7f2fa0961640>],20,2
605,productpage-v1,ace94984,,69565e28f377199cace9498455b16eb4,0,16,15,15,0,0,43,43,36,36,"[<span.Span object at 0x7f2fa09614f0>, <span.Span object at 0x7f2fa0961580>]","[<span.Span object at 0x7f2fa09614f0>, <span.Span object at 0x7f2fa0961580>]",10,1
